,date,store_id,cat_id,sales,dtrend,anomaly
48,2011-03-18,TX_1,FOODS,3552.71,-589.3964432977036,False
49,2011-03-19,TX_1,FOODS,3926.72,-216.03759914328248,False
50,2011-03-20,TX_1,FOODS,4366.33,222.92124501113904,False
51,2011-03-21,TX_1,FOODS,3028.0,-1116.0599108344395,False
52,2011-03-22,TX_1,FOODS,2800.49,-1344.2210666800183,False
53,2011-03-23,TX_1,FOODS,2716.85,-1428.5122225255968,False
54,2011-03-24,TX_1,FOODS,2879.23,-1266.7833783711753,False
55,2011-03-25,TX_1,FOODS,2915.94,-1230.724534216754,False
56,2011-03-26,TX_1,FOODS,3774.77,-372.5456900623326,False
57,2011-03-27,TX_1,FOODS,4428.66,280.69315409208866,False
58,2011-03-28,TX_1,FOODS,2898.23,-1250.3880017534898,False
59,2011-03-29,TX_1,FOODS,2703.51,-1445.7591575990682,False
60,2011-03-30,TX_1,FOODS,2694.68,-1455.2403134446472,False
61,2011-03-31,TX_1,FOODS,2671.67,-1478.9014692902256,False
62,2011-04-01,TX_1,FOODS,4154.01,2.7873748641959537,False
63,2011-04-02,TX_1,FOODS,4189.61,37.736219018616794,False
64,2011-04-03,TX_1,FOODS,4789.81,637.2850631730389,False
65,2011-04-04,TX_1,FOODS,3337.22,-815.9560926725403,False
66,2011-04-05,TX_1,FOODS,3983.45,-170.3772485181189,False
67,2011-04-06,TX_1,FOODS,3628.76,-525.7184043636971,False
68,2011-04-07,TX_1,FOODS,3914.32,-240.8095602092758,False
69,2011-04-08,TX_1,FOODS,3584.55,-571.2307160548544,False
70,2011-04-09,TX_1,FOODS,5022.85,866.4181280995672,False
71,2011-04-10,TX_1,FOODS,4903.23,746.1469722539878,False
72,2011-04-11,TX_1,FOODS,4055.29,-102.44418359159044,False
73,2011-04-12,TX_1,FOODS,4296.46,138.074660562831,False
74,2011-04-13,TX_1,FOODS,3858.9,-300.13649528274755,False
75,2011-04-14,TX_1,FOODS,3163.74,-995.9476511283265,False
76,2011-04-15,TX_1,FOODS,4008.39,-151.948806973905,False
77,2011-04-16,TX_1,FOODS,4488.14,327.15003718051685,False
78,2011-04-17,TX_1,FOODS,4508.33,346.68888133493783,False
79,2011-04-18,TX_1,FOODS,3300.54,-861.7522745106407,False
80,2011-04-19,TX_1,FOODS,3091.63,-1071.3134303562192,False
81,2011-04-20,TX_1,FOODS,2843.33,-1320.264586201798,False
82,2011-04-21,TX_1,FOODS,2964.78,-1199.4657420473764,False
83,2011-04-22,TX_1,FOODS,3458.35,-706.5468978929553,False
84,2011-04-23,TX_1,FOODS,4293.11,127.56194626146589,False
85,2011-04-24,TX_1,FOODS,4079.7,-86.49920958411258,False
86,2011-04-25,TX_1,FOODS,2749.95,-1416.9003654296912,False
87,2011-04-26,TX_1,FOODS,2659.14,-1508.3615212752698,False
88,2011-04-27,TX_1,FOODS,2425.32,-1742.832677120848,False
89,2011-04-28,TX_1,FOODS,2132.04,-2036.763832966427,False
90,2011-04-29,TX_1,FOODS,2849.33,-1320.1249888120055,False
91,2011-04-30,TX_1,FOODS,3561.22,-608.8861446575843,False
92,2011-05-01,TX_1,FOODS,4933.17,762.4126994968374,False
93,2011-05-02,TX_1,FOODS,3043.98,-1127.4284563487413,False
94,2011-05-03,TX_1,FOODS,3682.08,-489.97961219432,False
95,2011-05-04,TX_1,FOODS,2680.66,-1492.0507680398987,False
96,2011-05-05,TX_1,FOODS,3502.48,-670.8819238854771,False
97,2011-05-06,TX_1,FOODS,5524.79,1350.7769202689442,False
98,2011-05-07,TX_1,FOODS,4693.59,518.9257644233658,False
99,2011-05-08,TX_1,FOODS,3548.13,-627.1853914222129,False
100,2011-05-09,TX_1,FOODS,4031.75,-144.2165472677916,False
101,2011-05-10,TX_1,FOODS,3560.05,-616.56770311337,False
102,2011-05-11,TX_1,FOODS,3061.04,-1116.2288589589489,False
103,2011-05-12,TX_1,FOODS,3407.58,-770.3400148045266,False
104,2011-05-13,TX_1,FOODS,4224.42,45.84882934989491,False
105,2011-05-14,TX_1,FOODS,4077.11,-102.11232649568365,False
106,2011-05-15,TX_1,FOODS,5071.82,891.9465176587373,False
107,2011-05-16,TX_1,FOODS,3647.55,-532.9746381868408,False
108,2011-05-17,TX_1,FOODS,3348.94,-832.2357940324196,False
109,2011-05-18,TX_1,FOODS,2669.4,-1512.4269498779981,False
110,2011-05-19,TX_1,FOODS,2845.08,-1337.398105723577,False
111,2011-05-20,TX_1,FOODS,3183.92,-999.2092615691554,False
112,2011-05-21,TX_1,FOODS,3768.73,-415.05041741473406,False
113,2011-05-22,TX_1,FOODS,4008.41,-176.02157326031283,False
114,2011-05-23,TX_1,FOODS,2904.74,-1280.3427291058915,False
115,2011-05-24,TX_1,FOODS,2528.96,-1656.7738849514699,False
116,2011-05-25,TX_1,FOODS,2951.85,-1234.5350407970486,False
117,2011-05-26,TX_1,FOODS,2875.64,-1311.3961966426273,False
118,2011-05-27,TX_1,FOODS,2889.56,-1298.1273524882058,False
119,2011-05-28,TX_1,FOODS,3637.92,-550.4185083337843,False
120,2011-05-29,TX_1,FOODS,3751.49,-437.4996641793632,False
121,2011-05-30,TX_1,FOODS,3173.31,-1016.3308200249417,False
122,2011-05-31,TX_1,FOODS,2686.63,-1503.66197587052,False
123,2011-06-01,TX_1,FOODS,4003.09,-187.8531317160987,False
124,2011-06-02,TX_1,FOODS,3315.33,-876.2642875616775,False
125,2011-06-03,TX_1,FOODS,4133.83,-58.415443407256134,False
126,2011-06-04,TX_1,FOODS,4114.05,-78.8465992528345,False
127,2011-06-05,TX_1,FOODS,4810.4800000000005,616.9322449015872,False
128,2011-06-06,TX_1,FOODS,4176.95,-17.248910943992087,False
129,2011-06-07,TX_1,FOODS,4304.93,110.07993321042977,False
130,2011-06-08,TX_1,FOODS,3420.66,-774.8412226351493,False
131,2011-06-09,TX_1,FOODS,3994.77,-201.38237848072777,False
132,2011-06-10,TX_1,FOODS,3702.69,-494.1135343263063,False
133,2011-06-11,TX_1,FOODS,4695.8,498.3453098281152,False
134,2011-06-12,TX_1,FOODS,5132.67,934.5641539825365,False
135,2011-06-13,TX_1,FOODS,4229.35,30.59299813695816,False
136,2011-06-14,TX_1,FOODS,3683.54,-515.8681577086209,False
137,2011-06-15,TX_1,FOODS,4100.66,-99.39931355419958,False
138,2011-06-16,TX_1,FOODS,3380.37,-820.3404693997782,False
139,2011-06-17,TX_1,FOODS,3651.55,-549.8116252453565,False
140,2011-06-18,TX_1,FOODS,4397.45,195.43721890906454,False
141,2011-06-19,TX_1,FOODS,4393.87,191.206063063486,False
142,2011-06-20,TX_1,FOODS,3685.88,-517.4350927820924,False
143,2011-06-21,TX_1,FOODS,3147.49,-1056.4762486276713,False
144,2011-06-22,TX_1,FOODS,2456.27,-1748.3474044732498,False
145,2011-06-23,TX_1,FOODS,3326.29,-878.9785603188284,False
146,2011-06-24,TX_1,FOODS,3415.54,-790.379716164407,False
147,2011-06-25,TX_1,FOODS,3961.57,-245.00087200998541,False
148,2011-06-26,TX_1,FOODS,4250.31,43.08797214443621,False
149,2011-06-27,TX_1,FOODS,3423.76,-784.1131837011426,False
150,2011-06-28,TX_1,FOODS,2948.85,-1259.6743395467215,False
151,2011-06-29,TX_1,FOODS,2690.51,-1518.6654953922998,False
152,2011-06-30,TX_1,FOODS,2868.87,-1340.9566512378788,False
153,2011-07-01,TX_1,FOODS,4557.6,347.1221929165431,False
154,2011-07-02,TX_1,FOODS,4342.95,131.82103707096394,False
155,2011-07-03,TX_1,FOODS,4707.08,495.29988122538543,False
156,2011-07-04,TX_1,FOODS,3622.65,-589.781274620193,False
157,2011-07-05,TX_1,FOODS,3916.08,-297.0024304657718,False
158,2011-07-06,TX_1,FOODS,4304.63,90.89641368864977,False
159,2011-07-07,TX_1,FOODS,4463.17,248.78525784307112,False
160,2011-07-08,TX_1,FOODS,3800.71,-414.32589800250753,False
161,2011-07-09,TX_1,FOODS,4834.93,619.2429461519141,False
162,2011-07-10,TX_1,FOODS,4613.95,397.611790306335,False
163,2011-07-11,TX_1,FOODS,4641.58,424.5906344607565,False
164,2011-07-12,TX_1,FOODS,4314.38,96.73947861517809,False
165,2011-07-13,TX_1,FOODS,4740.56,522.2683227695998,False
166,2011-07-14,TX_1,FOODS,3473.97,-744.9728330759795,False
167,2011-07-15,TX_1,FOODS,4862.83,643.2360110784421,False
168,2011-07-16,TX_1,FOODS,4789.17,568.9248552328636,False
169,2011-07-17,TX_1,FOODS,5066.0,845.1036993872849,False
170,2011-07-18,TX_1,FOODS,3504.01,-717.5374564582935,False
171,2011-07-19,TX_1,FOODS,3325.34,-896.8586123038713,False
172,2011-07-20,TX_1,FOODS,3155.4,-1067.44976814945,False
173,2011-07-21,TX_1,FOODS,3427.86,-795.6409239950285,False
174,2011-07-22,TX_1,FOODS,3711.09,-513.0620798406071,False
175,2011-07-23,TX_1,FOODS,4284.99,60.18676431381391,False
176,2011-07-24,TX_1,FOODS,4416.85,191.39560846823588,False
177,2011-07-25,TX_1,FOODS,3406.91,-819.1955473773432,False
178,2011-07-26,TX_1,FOODS,3310.44,-916.3167032229217,False
179,2011-07-27,TX_1,FOODS,2989.43,-1237.9778590685005,False
180,2011-07-28,TX_1,FOODS,3010.18,-1217.879014914079,False
181,2011-07-29,TX_1,FOODS,3369.14,-859.5701707596577,False
182,2011-07-30,TX_1,FOODS,3381.57,-847.791326605236,False
183,2011-07-31,TX_1,FOODS,4249.8,19.787517549185395,False
184,2011-08-01,TX_1,FOODS,4561.39,330.7263617036069,False
185,2011-08-02,TX_1,FOODS,3474.32,-756.9947941419719,False
186,2011-08-03,TX_1,FOODS,4341.47,109.50405001244962,False
187,2011-08-04,TX_1,FOODS,3387.44,-845.1771058331292,False
188,2011-08-05,TX_1,FOODS,4255.55,22.281738321292323,False
189,2011-08-06,TX_1,FOODS,5742.59,1508.6705824757137,False
190,2011-08-07,TX_1,FOODS,5831.62,1597.0494266301348,False
191,2011-08-08,TX_1,FOODS,3742.16,-493.06172921544385,False
192,2011-08-09,TX_1,FOODS,4454.36,218.48711493897736,False
193,2011-08-10,TX_1,FOODS,3534.6,-701.924040906601,False
194,2011-08-11,TX_1,FOODS,4278.79,41.61480324782042,False
195,2011-08-12,TX_1,FOODS,4922.61,684.7836474022415,False
196,2011-08-13,TX_1,FOODS,6553.7,2315.222491556663,False
197,2011-08-14,TX_1,FOODS,5372.22,1133.0913357110849,False
198,2011-08-15,TX_1,FOODS,4909.2,669.4201798655058,False
199,2011-08-16,TX_1,FOODS,4196.84,-43.59097598007247,False
200,2011-08-17,TX_1,FOODS,4029.64,-211.44213182565136,False
201,2011-08-18,TX_1,FOODS,4006.16,-235.57328767123,False
202,2011-08-19,TX_1,FOODS,4158.9800000000005,-83.40444351680799,False
203,2011-08-20,TX_1,FOODS,5616.7,1373.6644006376127,False
204,2011-08-21,TX_1,FOODS,6630.33,2386.6432447920342,False
205,2011-08-22,TX_1,FOODS,4420.08,175.74208894645562,False
206,2011-08-23,TX_1,FOODS,3510.41,-734.5790668991231,False
207,2011-08-24,TX_1,FOODS,3614.91,-630.7302227447017,False
208,2011-08-25,TX_1,FOODS,3168.48,-1077.8113785902801,False
209,2011-08-26,TX_1,FOODS,3170.9,-1076.0425344358587,False
210,2011-08-27,TX_1,FOODS,4692.19,444.5963097185622,False
211,2011-08-28,TX_1,FOODS,5115.2,866.9551538729838,False
212,2011-08-29,TX_1,FOODS,3399.53,-849.3660019725944,False
213,2011-08-30,TX_1,FOODS,3086.35,-1163.1971578181733,False
214,2011-08-31,TX_1,FOODS,3316.52,-933.6783136637519,False
215,2011-09-01,TX_1,FOODS,4974.1,723.2505304906699,False
216,2011-09-02,TX_1,FOODS,4023.58,-227.92062535490913,False
217,2011-09-03,TX_1,FOODS,5695.34,1443.1882187995125,False
218,2011-09-04,TX_1,FOODS,4376.17,123.36706295393378,False
219,2011-09-05,TX_1,FOODS,5034.12,780.665907108355,False
220,2011-09-06,TX_1,FOODS,4053.02,-201.08524873722354,False
221,2011-09-07,TX_1,FOODS,4701.31,446.55359541719827,False
222,2011-09-08,TX_1,FOODS,3414.02,-841.3875604283808,False
223,2011-09-09,TX_1,FOODS,4554.66,298.6012837260405,False
224,2011-09-10,TX_1,FOODS,5083.6900000000005,826.9801278804625,False
225,2011-09-11,TX_1,FOODS,6150.91,1893.5489720348833,False
226,2011-09-12,TX_1,FOODS,4770.19,512.1778161893044,False
227,2011-09-13,TX_1,FOODS,4955.78,697.1166603437259,False
228,2011-09-14,TX_1,FOODS,4124.17,-135.14449550185236,False
229,2011-09-15,TX_1,FOODS,5020.12,760.1543486525688,False
230,2011-09-16,TX_1,FOODS,4679.92,419.3031928069904,False
231,2011-09-17,TX_1,FOODS,5251.99,990.7220369614115,False
232,2011-09-18,TX_1,FOODS,4943.55,681.6308811158333,False
233,2011-09-19,TX_1,FOODS,3810.87,-451.7002747297456,False
234,2011-09-20,TX_1,FOODS,3577.19,-686.0314305753241,False
235,2011-09-21,TX_1,FOODS,3364.03,-899.8425864209025,False
236,2011-09-22,TX_1,FOODS,3298.04,-966.4837422664814,False
237,2011-09-23,TX_1,FOODS,3431.68,-833.4948981120601,False
238,2011-09-24,TX_1,FOODS,4850.66,584.8339460423613,False
239,2011-09-25,TX_1,FOODS,5262.41,995.9327901967827,False
240,2011-09-26,TX_1,FOODS,3764.6,-502.5283656487959,False
241,2011-09-27,TX_1,FOODS,3254.43,-1013.3495214943746,False
242,2011-09-28,TX_1,FOODS,2742.76,-1525.670677339952,False
243,2011-09-29,TX_1,FOODS,2892.59,-1376.4918331855306,False
244,2011-09-30,TX_1,FOODS,3737.44,-532.2929890311093,False
245,2011-10-01,TX_1,FOODS,6140.41,1870.0258551233119,False
246,2011-10-02,TX_1,FOODS,5518.24,1247.2046992777332,False
247,2011-10-03,TX_1,FOODS,4730.9,459.21354343215444,False
248,2011-10-04,TX_1,FOODS,3795.77,-476.56761241342383,False
249,2011-10-05,TX_1,FOODS,4634.96,361.9712317409976,False
250,2011-10-06,TX_1,FOODS,4263.25,-10.389924104581041,False
251,2011-10-07,TX_1,FOODS,4740.36,466.06892004984,False
252,2011-10-08,TX_1,FOODS,5273.45,998.5077642042615,False
253,2011-10-09,TX_1,FOODS,5515.49,1239.896608358683,False
254,2011-10-10,TX_1,FOODS,4615.3,339.0554525131047,False
255,2011-10-11,TX_1,FOODS,4498.22,221.32429666752614,False
256,2011-10-12,TX_1,FOODS,4643.58,366.0331408219472,False
257,2011-10-13,TX_1,FOODS,4462.37,184.17198497636855,False
258,2011-10-14,TX_1,FOODS,4414.54,135.69082913079,False
259,2011-10-15,TX_1,FOODS,6403.61,2124.109673285211,False
260,2011-10-16,TX_1,FOODS,5868.54,1588.3885174396328,False
261,2011-10-17,TX_1,FOODS,4422.7,141.89736159405402,False
262,2011-10-18,TX_1,FOODS,3695.31,-586.1437942515245,False
263,2011-10-19,TX_1,FOODS,3475.28,-806.8249500971028,False
264,2011-10-20,TX_1,FOODS,3030.35,-1252.4061059426817,False
265,2011-10-21,TX_1,FOODS,3607.02,-676.3872617882603,False
266,2011-10-22,TX_1,FOODS,4244.09,-39.968417633838726,False
267,2011-10-23,TX_1,FOODS,4720.58,435.87042652058244,False
268,2011-10-24,TX_1,FOODS,3356.41,-928.9507293249962,False
269,2011-10-25,TX_1,FOODS,3022.7,-1263.311885170575,False
270,2011-10-26,TX_1,FOODS,3336.44,-950.2230410161533,False
271,2011-10-27,TX_1,FOODS,2961.23,-1326.084196861732,False
272,2011-10-28,TX_1,FOODS,3456.81,-831.1553527073106,False
273,2011-10-29,TX_1,FOODS,4325.06,36.44349144711123,False
274,2011-10-30,TX_1,FOODS,4628.35,339.0823356015326,False
275,2011-10-31,TX_1,FOODS,3242.83,-1047.0888202440465,False
276,2011-11-01,TX_1,FOODS,4283.68,-6.889976089624724,False
277,2011-11-02,TX_1,FOODS,3104.47,-1186.7511319352038,False
278,2011-11-03,TX_1,FOODS,3556.05,-735.8222877807821,False
279,2011-11-04,TX_1,FOODS,3001.06,-1291.463443626361,False
280,2011-11-05,TX_1,FOODS,5458.39,1165.2154005280609,False
281,2011-11-06,TX_1,FOODS,5514.38,1220.554244682482,False
282,2011-11-07,TX_1,FOODS,4574.84,280.36308883690344,False
283,2011-11-08,TX_1,FOODS,3580.13,-714.9980670086752,False
284,2011-11-09,TX_1,FOODS,4120.85,-174.92922285425357,False
285,2011-11-10,TX_1,FOODS,3552.47,-743.9603786998327,False
286,2011-11-11,TX_1,FOODS,3918.47,-378.61153454541136,False
287,2011-11-12,TX_1,FOODS,5439.07,1141.33730960901,False
288,2011-11-13,TX_1,FOODS,6092.46,1794.0761537634316,False
289,2011-11-14,TX_1,FOODS,4259.03,-40.00500208214726,False
290,2011-11-15,TX_1,FOODS,4688.45,388.7638420722742,False
291,2011-11-16,TX_1,FOODS,3705.78,-594.557313773304,False
292,2011-11-17,TX_1,FOODS,3687.65,-613.3384696188828,False
293,2011-11-18,TX_1,FOODS,3672.22,-629.4196254644617,False
294,2011-11-19,TX_1,FOODS,4466.75,164.45921868995993,False
295,2011-11-20,TX_1,FOODS,4779.1,476.1580628443817,False
296,2011-11-21,TX_1,FOODS,3608.61,-694.9830930011972,False
297,2011-11-22,TX_1,FOODS,3760.8,-543.4442488467757,False
298,2011-11-23,TX_1,FOODS,5122.89,817.9945953076458,False
299,2011-11-24,TX_1,FOODS,3917.56,-387.9865605379332,False
300,2011-11-25,TX_1,FOODS,2978.63,-1327.5677163835117,False
301,2011-11-26,TX_1,FOODS,3199.71,-1107.1388722290903,False
302,2011-11-27,TX_1,FOODS,3724.32,-583.1800280746688,False
303,2011-11-28,TX_1,FOODS,3163.55,-1144.6011839202474,False
304,2011-11-29,TX_1,FOODS,2990.19,-1318.6123397658262,False
305,2011-11-30,TX_1,FOODS,3022.32,-1287.1334956114047,False
306,2011-12-01,TX_1,FOODS,4031.24,-278.86465145698367,False
307,2011-12-02,TX_1,FOODS,3728.66,-582.0958073025613,False
308,2011-12-03,TX_1,FOODS,5462.67,1151.2630368518594,False
309,2011-12-04,TX_1,FOODS,4970.23,658.1718810062812,False
310,2011-12-05,TX_1,FOODS,4676.09,363.38072516070315,False
311,2011-12-06,TX_1,FOODS,4636.33,322.9695693151243,False
312,2011-12-07,TX_1,FOODS,4269.27,-44.74158653045379,False
313,2011-12-08,TX_1,FOODS,3260.93,-1053.732742376033,False
314,2011-12-09,TX_1,FOODS,4370.74,55.42610177838833,False
315,2011-12-10,TX_1,FOODS,4573.57,257.60494593280964,False
316,2011-12-11,TX_1,FOODS,6399.92,2083.3037900872314,False
317,2011-12-12,TX_1,FOODS,4685.9,368.63263424165234,False
318,2011-12-13,TX_1,FOODS,5007.15,689.2314783960737,False
319,2011-12-14,TX_1,FOODS,4376.84,58.27032255049562,False
320,2011-12-15,TX_1,FOODS,5442.6,1123.3791667049172,False
321,2011-12-16,TX_1,FOODS,4364.73,44.85801085933781,False
322,2011-12-17,TX_1,FOODS,5044.59,724.0668550137598,False
323,2011-12-18,TX_1,FOODS,4489.8,168.6256991681812,False
324,2011-12-19,TX_1,FOODS,3962.66,-359.16545667739774,False
325,2011-12-20,TX_1,FOODS,3843.41,-479.06661252297636,False
326,2011-12-21,TX_1,FOODS,3821.75,-501.3777683685548,False
327,2011-12-22,TX_1,FOODS,4153.19,-170.58892421413384,False
328,2011-12-23,TX_1,FOODS,5116.51,792.0799199402882,False
329,2011-12-24,TX_1,FOODS,5358.52,1033.4387640947098,False
330,2011-12-25,TX_1,FOODS,4965.81,-4325.732391750869,True
331,2011-12-26,TX_1,FOODS,4573.1,246.71645240355247,False
332,2011-12-27,TX_1,FOODS,3649.6,-677.4347034420266,False
333,2011-12-28,TX_1,FOODS,3482.41,-845.2758592876053,False
334,2011-12-29,TX_1,FOODS,3460.31,-868.0270151331838,False
335,2011-12-30,TX_1,FOODS,4377.43,48.441829021237936,False
336,2011-12-31,TX_1,FOODS,5141.41,811.7706731756589,False
337,2012-01-01,TX_1,FOODS,4286.29,-44.00048266991962,False
338,2012-01-02,TX_1,FOODS,4377.51,46.56836148450202,False
339,2012-01-03,TX_1,FOODS,4441.05,109.45720563892337,False
340,2012-01-04,TX_1,FOODS,3617.45,-714.7939502066556,False
341,2012-01-05,TX_1,FOODS,4202.9,-129.9951060522344,False
342,2012-01-06,TX_1,FOODS,4958.01,624.4637381021876,False
343,2012-01-07,TX_1,FOODS,5692.88,1358.6825822566088,False
344,2012-01-08,TX_1,FOODS,5835.55,1500.7014264110303,False
345,2012-01-09,TX_1,FOODS,3716.53,-618.9697294345483,False
346,2012-01-10,TX_1,FOODS,3965.98,-370.1708852801271,False
347,2012-01-11,TX_1,FOODS,4728.81,392.0079588742947,False
348,2012-01-12,TX_1,FOODS,4252.36,-85.09319697128467,False
349,2012-01-13,TX_1,FOODS,5090.79,752.685647183137,False
350,2012-01-14,TX_1,FOODS,5344.01,1005.2544913375586,False
351,2012-01-15,TX_1,FOODS,6238.53,1899.1233354919796,False
352,2012-01-16,TX_1,FOODS,4963.05,622.9921796464014,False
353,2012-01-17,TX_1,FOODS,3437.68,-903.0289761991776,False
354,2012-01-18,TX_1,FOODS,3499.76,-841.6001320447558,False
355,2012-01-19,TX_1,FOODS,3699.94,-642.0712878903346,False
356,2012-01-20,TX_1,FOODS,3869.41,-473.2524437359134,False
357,2012-01-21,TX_1,FOODS,5064.21,720.8964004185082,False
358,2012-01-22,TX_1,FOODS,4643.19,299.2252445729291,False
359,2012-01-23,TX_1,FOODS,3607.13,-737.485911272649,False
360,2012-01-24,TX_1,FOODS,3002.42,-1342.8470671182276,False
361,2012-01-25,TX_1,FOODS,2776.64,-1569.2782229638065,False
362,2012-01-26,TX_1,FOODS,3260.03,-1086.5393788093847,False
363,2012-01-27,TX_1,FOODS,3664.6,-682.6205346549636,False
364,2012-01-28,TX_1,FOODS,4204.29,-143.5816905005422,False
365,2012-01-29,TX_1,FOODS,4741.39,392.86715365387954,False
366,2012-01-30,TX_1,FOODS,3705.93,-643.2440021916996,False
367,2012-01-31,TX_1,FOODS,3116.46,-1233.365158037278,False
368,2012-02-01,TX_1,FOODS,4840.91,490.4336861171432,False
369,2012-02-02,TX_1,FOODS,3669.68,-681.4474697284354,False
370,2012-02-03,TX_1,FOODS,4762.84,411.0613744259863,False
371,2012-02-04,TX_1,FOODS,5458.15,1105.7202185804072,False
372,2012-02-05,TX_1,FOODS,6760.04,2406.959062734829,False
373,2012-02-06,TX_1,FOODS,4638.65,284.91790688924993,False
374,2012-02-07,TX_1,FOODS,4658.84,304.45675104367183,False
375,2012-02-08,TX_1,FOODS,3796.49,-558.5444048019071,False
376,2012-02-09,TX_1,FOODS,4180.85,-174.83556064748518,False
377,2012-02-10,TX_1,FOODS,3889.72,-466.61671649306436,False
378,2012-02-11,TX_1,FOODS,5618.84,1261.8521276613583,False
379,2012-02-12,TX_1,FOODS,6653.67,2296.0309718157787,False
380,2012-02-13,TX_1,FOODS,5586.45,1228.1598159702007,False
381,2012-02-14,TX_1,FOODS,3990.71,-368.23133987537767,False
382,2012-02-15,TX_1,FOODS,4310.9,-48.692495720956686,False
383,2012-02-16,TX_1,FOODS,3561.48,-798.7636515665349,False
384,2012-02-17,TX_1,FOODS,3559.24,-801.6548074121138,False
385,2012-02-18,TX_1,FOODS,4681.92,320.3740367423079,False
386,2012-02-19,TX_1,FOODS,6000.72,1638.5228808967295,False
387,2012-02-20,TX_1,FOODS,4510.77,147.92172505115104,False
388,2012-02-21,TX_1,FOODS,3584.34,-779.1594307944279,False
389,2012-02-22,TX_1,FOODS,3723.0,-641.1505866400066,False
390,2012-02-23,TX_1,FOODS,3753.25,-611.5517424855852,False
391,2012-02-24,TX_1,FOODS,4128.61,-236.84289833116418,False
392,2012-02-25,TX_1,FOODS,4534.64,168.53594582325786,False
393,2012-02-26,TX_1,FOODS,5504.11,1137.3547899776786,False
394,2012-02-27,TX_1,FOODS,3905.35,-462.0563658678998,False
395,2012-02-28,TX_1,FOODS,3653.55,-714.5075217134781,False
396,2012-02-29,TX_1,FOODS,3516.04,-852.668677559057,False
397,2012-03-01,TX_1,FOODS,4861.68,492.32016659536475,False
398,2012-03-02,TX_1,FOODS,4542.94,172.92901074978545,False
399,2012-03-03,TX_1,FOODS,5680.07,1309.407854904207,False
